VGP,c001_t001_s001,Goeiedag.,NEUTRAAL,0.0,0.0
SP,c001_t002_s001,goeiedag.,NEUTRAAL,0.0,0.0
SP,c001_t002_s002,u wou mij spreken?,HELPEND,0.553333333333,0.193333333333
VGP,c001_t003_s001,Ik heb gehoord dat de parking betalend wordt.,MEEWERKEND,0.266666666667,-0.113333333333
SP,c001_t004_s001,ja dat klopt,MEEWERKEND,0.646666666667,-0.26
VGP,c001_t005_s001,Mag ik vragen waarom?,COMPETITIEF,-0.126666666667,0.36
SP,c001_t006_s001,dat is een beslissing die we met het bestuur hebben moeten nemen,LEIDEND,0.393333333333,0.92
VGP,c001_t007_s001,Je hebt die moeten nemen...,TERUGGETROKKEN,-0.293333333333,-0.533333333333
VGP,c001_t007_s002,Wilt dat zeggen dat het slecht gaat ofzo?,TERUGGETROKKEN,-0.28,-0.413333333333
SP,c001_t008_s001,"het gaat niet echt slecht, maar we moeten oppassen met onze uitgaven, en gratis parking voor iedereen werd te duur",LEIDEND,0.213333333333,0.333333333333
VGP,c001_t009_s001,Het openbaar vervoer is heel lastig voor mij en de fiets ook niet mogelijk.,OPSTANDIG,-0.66,-0.213333333333
SP,c001_t010_s001,woont u ver van het werk?,VOLGEND,0.34,-0.5
VGP,c001_t011_s001,"Redelijk ver ja, toch niet echt fietsafstand.",MEEWERKEND,0.493333333333,-0.306666666667
SP,c001_t012_s001,en waarom is het niet mogelijk om met het openbaar vervoer te komen?,MEEWERKEND,0.54,-0.133333333333
VGP,c001_t013_s001,Ik moet drie overstappen doen.,VOLGEND,0.273333333333,-0.493333333333
VGP,c001_t013_s002,In de spits is dat...,VOLGEND,0.233333333333,-0.446666666667
VGP,c001_t013_s003,Ja het spijt me.,COMPETITIEF,-0.32,0.586666666667
VGP,c001_t013_s004,Ik ben gewoon 40 min langer onderweg.,COMPETITIEF,-0.233333333333,0.513333333333
VGP,c001_t013_s005,Ik heb het eens uitgerekend want op zich werk ik niet graag met de auto.,COMPETITIEF,-0.106666666667,0.466666666667
VGP,c001_t013_s006,Ik heb het uitgerend en dat is opzich 40 min langer onderweg.,OPSTANDIG,-0.393333333333,-0.106666666667
VGP,c001_t013_s007,"Ik ga niet zeggen dat ik heel afgelegen woon, maar toch wel niet in een stad en het bedrijf ligt ook niet bepaald in het centrum.",OPSTANDIG,-0.566666666667,-0.24
VGP,c001_t013_s008,"Dus dat is gewoon moeilijk bereikbaar met het openbaar vervoer, zeker in de spits.",TERUGGETROKKEN,-0.113333333333,-0.273333333333
SP,c001_t014_s001,en zijn die 40 minuten dan niet de lage prijs van een parkingplaats waard?,HELPEND,0.606666666667,0.213333333333
VGP,c001_t015_s001,"Euh, ik spreek niet over 40 min in totaal hé.",OPSTANDIG,-0.693333333333,-0.186666666667
VGP,c001_t015_s002,40 min enkel en 40 min terug boven op het uur dat ik onderweg ben.,OPSTANDIG,-0.66,-0.3
VGP,c001_t015_s003,"Ah nee, boven op het totaal dat ik al 40 min onderweg ben.",OPSTANDIG,-0.386666666667,-0.186666666667
VGP,c001_t015_s004,Dat is dus in totaal 2 keer zo lang onderweg.,OPSTANDIG,-0.28,-0.146666666667
VGP,c001_t015_s005,Zeker dat er verwacht wordt dat ik overuren maak op het werk enzo.,OPSTANDIG,-0.906666666667,-0.153333333333
SP,c001_t016_s001,"wel, nog sterker, 80 minuten uitsparen door een parkingplaats te nemen, dan is de keuze toch simpel?",LEIDEND,0.393333333333,0.686666666667
VGP,c001_t017_s001,Ja dat is niet zo simpel hé.,OPSTANDIG,-0.726666666667,-0.473333333333
VGP,c001_t017_s002,Dat is niet zo simpel.,TERUGGETROKKEN,-0.206666666667,-0.446666666667
VGP,c001_t017_s003,Het is ook heel vervelend.,TERUGGETROKKEN,-0.213333333333,-0.446666666667
VGP,c001_t017_s004,Ik neem aan...,NEUTRAAL,0.0,0.0
VGP,c001_t017_s005,Dat gaat men werk ook niet ten goede komen,OPSTANDIG,-0.513333333333,-0.446666666667
SP,c001_t018_s001,wat zou u dan voorstellen?,MEEWERKEND,0.626666666667,-0.22
VGP,c001_t019_s001,Ik zou het allemaal OK vinden als mijn uren zouden gecompenseerd kunnen worden.,MEEWERKEND,0.64,-0.206666666667
VGP,c001_t019_s002,Dus dat er een flexibiliteit zou kunnen ingepland worden in mijn uren.,MEEWERKEND,0.653333333333,-0.26
VGP,c001_t019_s003,Dat te eerste.,LEIDEND,0.3,0.433333333333
VGP,c001_t019_s004,Zowel wanneer ik begin als het uur van mijn uren.,LEIDEND,0.36,0.513333333333
VGP,c001_t019_s005,Dat zou al heel veel maken.,HELPEND,0.54,0.313333333333
VGP,c001_t019_s006,En ook dat er op andere vlakken wordt bekeken dat er ander vlakken kan worden bespaard.,HELPEND,0.66,0.373333333333
VGP,c001_t019_s007,"Besparing, buiten die parking.",HELPEND,0.66,0.246666666667
SP,c001_t020_s001,"we hebben andere besparingsmogelijkheden overwogen, hoor.",MEEWERKEND,0.78,-0.28
SP,c001_t020_s002,"Gratis parking is nu eenmaal een luxe, geen recht, dus we vonden dat een goede manier van geld besparen.",LEIDEND,0.573333333333,0.726666666667
VGP,c001_t021_s001,Het is dus te nemen of te laten...,OPSTANDIG,-0.753333333333,-0.193333333333
SP,c001_t022_s001,"ja, daar komt het eigenlijk op neer",COMPETITIEF,-0.213333333333,0.766666666667
VGP,c001_t023_s001,Waarom hebben jullie ons daar dan niet op ingelicht?,AANVALLEND,-0.746666666667,0.253333333333
VGP,c001_t023_s002,Want nu zitten wij KNAL met de beslissing.,AANVALLEND,-0.626666666667,0.42
VGP,c001_t023_s003,Waarom heb je ons mening niet gevraagd?,COMPETITIEF,-0.293333333333,0.506666666667
SP,c001_t024_s001,"tja, er zitten vertegenwoordigers van alle sectoren in de raad, en dit was het compromis dat we hebben bereikt.",COMPETITIEF,-0.26,0.86
SP,c001_t024_s002,We kunnen onmogelijk van alle vernemers individueel de opinie vragen.,COMPETITIEF,-0.22,0.853333333333
SP,c001_t024_s003,Zo werkt een bedrijf niet.,COMPETITIEF,-0.266666666667,0.9
VGP,c001_t025_s001,"Ja, maar ik weet hoe de werknemers werken, en die staan momenteel allemaal achter mij.",OPSTANDIG,-0.826666666667,-0.24
VGP,c001_t025_s002,De meeste toch.,OPSTANDIG,-0.58,-0.233333333333
VGP,c001_t025_s003,"Toch degene die er mee te maken hebben, uiteraard.",OPSTANDIG,-0.52,-0.24
SP,c001_t026_s001,Luister.,COMPETITIEF,-0.24,0.973333333333
SP,c001_t026_s002,Openbaar vervoer wordt integraal terugbetaald door het bedrijf.,COMPETITIEF,-0.233333333333,0.926666666667
SP,c001_t026_s003,"Als u toch met de auto wil komen, dan staat u vrij dat te doen.",COMPETITIEF,-0.206666666667,0.946666666667
SP,c001_t026_s004,"Maar parking is spijtig genoeg niet langer gratis, en daar kan ik niets meer aan veranderen.",COMPETITIEF,-0.213333333333,0.88
VGP,c001_t027_s001,"Ja, dan kan ik alleen maar mijn spijt uiten hierover en dat zal gevolgen hebben.",OPSTANDIG,-0.72,-0.48
SP,c001_t028_s001,Het spijt me ook.,TERUGGETROKKEN,-0.306666666667,-0.82
SP,c001_t028_s002,Tot een volgende keer dan maar.,COMPETITIEF,-0.153333333333,0.58
VGP,c002_t001_s001,Goeiedag.,NEUTRAAL,0.0,0.0
SP,c002_t002_s001,"goeiendag, u wou mij spreken?",NEUTRAAL,0.0,0.0
VGP,c002_t003_s001,"Ja, ik heb gehoord dat ik moest betalen voor de parking.",MEEWERKEND,0.533333333333,-0.42
SP,c002_t004_s001,"ja idd, we hebben beslist uit economische en ecologische overwegingen om vanaf de parking betalend te maken",LEIDEND,0.473333333333,0.673333333333
VGP,c002_t005_s001,"Allemaal goed en wel, maar wij zijn niet geraadpleegd.",OPSTANDIG,-0.453333333333,-0.206666666667
SP,c002_t006_s001,Er is een fatsoenlijk gecommuniceerd geweest dat deze beslissing is gevallen.,COMPETITIEF,-0.213333333333,0.88
VGP,c002_t007_s001,"Ja ok, het punt is dat je de auto nodig hebt voor het werk, en ik zou graag hebben dat dit geval per geval bekeken wordt.",OPSTANDIG,-0.626666666667,-0.22
SP,c002_t008_s001,waarom heb jij je auto nodig voor het werk?,MEEWERKEND,0.52,-0.18
SP,c002_t008_s002,Gaat het hier alleen over woonwerkverkeer?,VOLGEND,0.46,-0.486666666667
VGP,c002_t009_s001,"Ja toch, de meerderheid staat aan mijn kant hoor.",TERUGGETROKKEN,-0.4,-0.48
SP,c002_t010_s001,Kan je aub antwoorden op mijn vraag die ik heb gesteld?,COMPETITIEF,-0.2,0.48
VGP,c002_t011_s001,"Zoals ik al zei, de meerderheid staat aan mijn kant.",TERUGGETROKKEN,-0.373333333333,-0.513333333333
SP,c002_t012_s001,"Het is onmogelijk om geval per geval te bekijken, we moeten ergens een grens stellen",LEIDEND,0.146666666667,0.82
VGP,c002_t013_s001,"Ja OK, maar stel u eens in mijn plaats.",OPSTANDIG,-0.546666666667,-0.186666666667
SP,c002_t014_s001,Ik moet vanaf nu ook betalen voor de parking en ik heb mijn auto ook nodig voor allerlei meeting te gaan bijwonen op andere plaatsen,COMPETITIEF,-0.18,0.92
